,negative_prob,positive_prob
tampere,0.012379248287670815,0.9742082158029554
teamarbeit,0.0014667539936050855,0.9922653233401524
einlösen,0.042539782454874026,0.9562465262109034
namibias,0.02798760056450391,0.9746352864783472
lesenswert,0.05630409998503692,0.9425559693403932
ottmar,0.016547107861307624,0.9452284530835062
hochqualifizierten,0.04445157239544573,0.9448106276322308
169,0.048328535325623284,0.9172965118717236
kontrollmöglichkeiten,0.005423116504467757,0.9916465403274298
sanierungsquote,0.029363831480826063,0.8782010777086628
erreichbare,0.00624731014141324,0.9736121116493116
tüchtigen,0.01676348186361927,0.985784030808784
einkommensschwächeren,0.07929615834092772,0.9029009733270298
mindestsicherung,0.11136732603778204,0.8705401083865889
lärmgeplagten,0.059667701404690236,0.8920995065147539
gangbare,0.0125115857099109,0.9932212319556976
rentenanspruch,0.1157008421222396,0.8705406538966508
satellitengestützte,0.048452745132464635,0.9145984466149348
geschenk,0.13742958420029236,0.870561869646927
heimischer,0.016148992837850144,0.9409321038111134
tradition,0.13746527946423842,0.8705443199185166
auszusuchen,0.004726377608286999,0.9904944963167064
handlungsfähiges,0.009440248390615351,0.971231548882579
gewerblich,0.01998236233777393,0.9254163481608156
aufnahme,0.1373668592718751,0.8705377632857508
familienpflegezeit,0.009628260075611985,0.9634156226556079
rundum,0.02788744167210205,0.9747200486253084
schonenden,0.025983217606644755,0.9784940171082872
formellen,0.056274371920043004,0.9518105679555072
nachmittagsbetreuung,0.028889634254546964,0.8920544915749467
dlr,0.0164396345844187,0.9024112649380176
maxplanckinstitute,0.010992879785765628,0.9502000001164728
handelsrechtlichen,0.05697181184440245,0.8936711695930504
jonas,0.015013176320344816,0.97701335160318
exzellenzcluster,0.03302800491539869,0.9099472464765264
vollkostenfinanzierung,0.003131782645413087,0.9910592401217784
aktivität,0.0804017669275213,0.8705311297091131
vielbeschworenen,0.05369323436302929,0.9519630450846512
modellregion,0.0019692370534319307,0.9746549676694908
gleichstellungsgesetzes,0.07363456497655346,0.9384779058411148
verbraucherbildung,0.0017382915163981676,0.9816280282886174
altbundespräsident,0.00859883096986355,0.9653995953391742
nobelpreis,0.001034208143900506,0.9881999274464922
readiness,0.026348199497495527,0.9400362953400301
grundversorgung,0.014793939245708291,0.9744315761646316
zusammenhält,0.08949674805172812,0.8756284096552768
geschick,0.01949041732328161,0.9817213567992028
kaufleute,0.01738329208084534,0.8773931736560843
begrüßenswerter,0.0905345512471122,0.9472591483796136
stettin,0.006246013850004008,0.9160875941724518
wagniskapitalgesellschaften,0.06750450353764369,0.8826947528461975
multifunktionale,0.026308346177407498,0.9150987567594432
gebührenfreie,0.008901378560546982,0.9462722266694558
frauenbeschäftigung,0.05323977723964175,0.8950594564820518
geltung,0.12844659459140567,0.8706037827921626
modalitäten,0.0038033463818362414,0.9236361505530738
auswärtiger,0.006012923234791992,0.9894680639153904
katherina,0.0642811862298503,0.9047582539138864
präventionsstrategien,0.04608000117059128,0.9051134447020858
umweltverträgliche,0.0007491391578684359,0.9999973777941976
dementsprechend,0.0016046900895276175,0.9843575984748256
chinesischer,0.08547462585579417,0.8746787211714669
conference,0.015714905468723617,0.9270376658195886
gespür,0.10224415119892023,0.870588965520636
anlässe,0.04291537984653758,0.9088100550526436
umsetzbarkeit,0.008207716872045547,0.9526069790246772
moral,0.1375023558519696,0.8704982192778693
wissenschaftsstandortes,0.0485017964484344,0.923181178567064
fortbildung,0.06592604562303422,0.8706032653847047
umweltschonend,0.0042248147704892665,0.9884367150539656
übertrifft,0.0780460431142145,0.8999730379560633
riese,0.06428508681535991,0.8897189538508636
fernsehanstalten,0.0029477299229102552,0.9886315243131456
partnerorganisationen,0.018598667508242524,0.8992146704252908
auszulösen,0.10544679212076236,0.9595021821989772
drehbuchautoren,0.006932790528609649,0.9801818929240756
effizienzsteigerungen,0.011766165107774007,0.9697108663733728
vertragsparteien,0.0183996562474803,0.90363198307425
innovationsstandort,0.01565448725744551,0.8995233808808057
auszustrahlen,0.05976992837561247,0.9206109669505596
risikobereitschaft,0.007144884116824852,0.99267158174695
elektrischen,0.011066269219087842,0.9199622067988168
arbeitsrechts,0.12628266192138726,0.8891744488194882
genossenschaftsbanken,0.009134445884063466,0.9649878830526192
familienpolitisches,0.12813568153625068,0.8879546109087089
initiierte,0.014313948192776716,0.9714209118698319
unbändige,0.11057584957046132,0.8911039447404409
steuerlicher,0.0344555105995595,0.9543174679706046
ertüchtigung,0.0382683284378218,0.8820961831540909
hergibt,0.14651989696365764,0.8739232955450774
löhnen,0.13742984111783604,0.8705252197511578
spraak,0.00950695747733627,0.9528324706875788
internetnutzung,0.0063661701049981525,0.9395868318821834
exportfähig,0.04733215883349788,0.9242994237415996
verkehrspolitischen,0.012884633553691469,0.9402743489651814
lösungsansätze,0.0253391769960261,0.8805816153541672
verklausuliert,0.08239718658867885,0.8724017662878414
ausrüsten,0.04498401857522477,0.90696497072423
baukulturellen,0.011460193612771721,0.9734582875779646
verteilungsgerechtigkeit,0.011787000599381977,0.9911507127362296
findung,0.04499572085711615,0.9483908235068316
wiederaufbauteams,0.03434561480361895,0.8960774243749196
committee,0.005807364518812491,0.9504953218919644
kinderwünsche,0.041560497362771835,0.8917451578619594
suppliers,0.039734237409323366,0.8735815131869079
entwickler,0.009098959261522759,0.9072226748374971
energieeffiziente,0.006200028533693658,0.9794960670082858
verlässlichere,0.01972044828512174,0.9672877758273096
entgegenkommt,0.08772219911258015,0.9449147144418879
nuklearwaffenfreie,0.026498595709284083,0.9703480821264544
einkommensarten,0.004640594669884796,0.971110988223515
bitkom,0.01578941336289217,0.8853187992834199
medienkompetenz,0.015824203177666273,0.9613203107906096
élyséevertrag,0.0019347776607804407,0.9942681477095052
rahmenkonzept,0.014547752569098094,0.8826331222225157
entwicklungspartnerschaften,0.05526280872598968,0.9293560428118948
eppelmann,0.026496536983664373,0.8850319178270535
nachqualifizierung,0.00396310069798976,0.9632881710305609
sportverbände,0.014696946568842056,0.9162471597157192
wachstumsfördernde,0.061802702771651036,0.9737740452262929
leitfaden,0.003105899125002809,0.9070733284907244
zugangsgerechtigkeit,0.03568621689747212,0.9058899207363179
flächendeckendes,0.009776513229807259,0.9851184075626268
play,0.004726290403947639,0.9821128884876156
freiwilligendiensten,0.0236032234730542,0.9635629205134592
abgelegt,0.03764677154376789,0.9805429302308876
angespart,0.05119832739214482,0.9581053900845342
sozialverträglichen,0.003698605678462121,0.9843562056306449
überzeugende,0.012429550062256284,0.9929878190023328
funktionierenden,0.09414398004698367,0.8718190547704795
parlamentarismus,0.01890219836450302,0.9506389922130636
grenzüberschreitende,0.0585344188233309,0.9008693854852841
greencard,0.05123542584471305,0.9370894567528992
bedarfsdeckung,0.04129196988154762,0.8875180961967215
installierten,0.013263886679013572,0.975709753191614
einfluss,0.137445710967227,0.8705143971900503
zielquoten,0.02897894168269364,0.9028707049931394
integrationsfirmen,0.009648842012730023,0.9490049744090078
jugendbeteiligung,0.014354828675937256,0.9217519341719772
zugeschnittenes,0.05297638055834674,0.8953946252090424
ehrenamtliche,0.061503507910725994,0.8749092862494932
aufsuchende,0.03687680605212138,0.940841835515537
ingenieurleistungen,0.028916630535189038,0.9521113547077278
verantwortete,0.033725186806545696,0.9510746619702046
führungsposition,0.006879535708166953,0.9393072696160648
wechselseitiges,0.06308987812315031,0.9175319626230726
gerufene,0.009116188154927832,0.9306037181837604
hauptamtliche,0.027793892410019075,0.881422416238993
nachfolgeabkommen,0.05143451139518692,0.8973280197439086
ausgerüstete,0.004606288870532192,0.97975615105112
mitarbeiters,0.044331349451221184,0.9385140040748404
zuwendet,0.06156785516382774,0.9327426494726848
hochschulzugang,0.024632887491218117,0.8897251278619026
einstimmigkeit,0.005309026360814809,0.9907950350161802
agency,0.021393875922000885,0.9316046215816982
wirtschaftsordnung,0.010744458810765469,0.9456866446051474
weltoffene,0.006039489876850879,0.9884653798672028
konzedieren,0.010804585409681563,0.9622866645814989
beschäftigungsfähigkeit,0.0024594793239233127,0.9842483960246114
zentrales,0.10807675869383324,0.8757893866020333
aufbauarbeit,0.03215222280214089,0.9088163105705344
zukunftsfähiger,0.0014525812822636828,0.999995045684506
zartes,0.16339293742820069,0.8968538104485152
steigerung,0.1374404570031979,0.8705264852973678
energiesparenden,0.03778854487056427,0.9452037421240904
parteiübergreifender,0.0330278220949472,0.9655543317175064
lesestart,0.0344168705335202,0.9182606378430525
wissen,0.13734136928250282,0.8705362131807993
genugtuung,0.13745857510594722,0.916514667961064
erfahrungsschatz,0.00996902397975201,0.961788877910276
privatwirtschaftlichen,0.003629222332164396,0.9933058162953672
subsidiarität,0.03093081033298621,0.9350514882201276
deutschlandbild,0.013462822149635078,0.9231637999900733
gmbhreform,0.04533995233865736,0.9077275083864332
grundzüge,0.0012962675713279947,0.9750191674679108
getragenes,0.007030413264120135,0.993966928236976
richtigkeit,0.08216364373341156,0.8706063788225645
nuclear,0.020815260244612752,0.8941254475429545
kulturstaatsminister,0.0011969350816659235,0.9513237350433308
kernfähigkeiten,0.0025920942009427296,0.9892020726059536
sortiert,0.061523323305973474,0.9165771549482528
partnerinnen,0.006684583368438037,0.9829518200449116
zeitalters,0.12342628254192888,0.8921640775775391
studiengänge,0.004439751096844276,0.8879783803540532
monnet,0.030188705684032525,0.9284792851801302
level,0.0029786452162196605,0.9374153772590954
technikfolgenabschätzung,0.04279510405822843,0.8716965650545233
unterstreicht,0.012319264974610528,0.975152645228266
deutschkurse,0.014873556895574937,0.955165057346471
einfühlungsvermögen,0.07202418967446833,0.964223218050434
nordatlantischen,0.009392357807352644,0.9728437715954708
umweltmanagement,0.03510988604349962,0.8724990048785193
lehrkräfte,0.006939629316358978,0.9232685530196848
bandbreiten,0.0007286057652757178,0.9961040056406816
hoffnungen,0.13752715635081386,0.8705924296343257
neigungen,0.05364267030233726,0.8740245952273339
effizienzmaßnahmen,0.0947374381258636,0.9409271368976232
zebet,0.032698171120932554,0.8945874728250692
sustainable,0.0027953362970895147,0.9863285022420673
bundesförderung,0.003507822730961107,0.9825100733565872
laienkultur,0.036419291348037695,0.9011098526534992
ruhm,0.13742139671400833,0.8726309012559103
volksfeste,0.00047101711318075763,0.9952324843832646
premiere,0.051558145453984905,0.9207682601859056
gemeindefinanzkommission,0.012789715459281585,0.9296149318882224
umweltprüfung,0.006245521236662472,0.9523051888401785
itb,0.0014584226003404148,0.980979648499966
teilhabeorientiert,0.038354854347102264,0.9240285129937906
innehaben,0.035835161284052716,0.9570940715282376
städtebauförderprogramme,0.04261211184393809,0.8838815764361994
siegel,0.005545821792260952,0.9341645816240128
gesundheitsfördernde,0.015557168186037276,0.959265137378568
gemeinschaftsforschung,0.015830766423280445,0.9347919680359164
korrespondieren,0.054663006742986915,0.9299668905867806
versöhnlichen,0.027986622066753432,0.9179879701443646
zielgenauen,0.032364880460044564,0.9504616925969652
zusammenkommen,0.02785280115863474,0.9684263736510922
getretene,0.08286502673252052,0.8993193243521509
zueinanderfinden,0.09132845902011222,0.9035203008079312
klassik,0.015658380846594752,0.9324702995938516
aufgeschlossene,0.0408282995224833,0.9326460165059384
kommunizieren,0.03091649386426725,0.9356046093073412
geordnetes,0.02059573693880177,0.9713486688365436
strombedarfs,0.06574073128748263,0.9085271749507589
auftaktveranstaltung,0.02404370289609437,0.9258428364540792
empathie,0.13737286664110399,0.9253266205529058
itbranche,0.008309855275596145,0.8886737083604329
passendes,0.010375262057428915,0.9826493092647236
spiller,0.02050501452281442,0.9577043190048166
lass,0.17122631022636933,0.8768398523492416
schwerpunkten,0.06324312866200914,0.8935969294618632
pendant,0.008536526911654348,0.880348439031994
maßgebliche,0.0029280248174645518,0.99465524341677
lust,0.13747270632638506,0.8704652900717957
kekeritz,0.03936134017517664,0.9217113811624552
kammerprüfung,0.016801729459960446,0.9208015551009642
hellseherischen,0.07503440813865113,0.909104726454138
altersarbeit,0.12800216597610076,0.8781860175780575
vertretbarem,0.00912261512333388,0.990774647540374
qualitätssprung,0.056815336601863074,0.8778647282210931
bewegungsfreiheit,0.15468551062839794,0.870549858862078
oil,0.07083821868443749,0.8714872032613907
zusammengehörigkeit,0.1273797810480605,0.8706167513816702
technologieführerschaft,0.0011408256940072675,0.9966602012959096
implementieren,0.012528762983830141,0.9699872270257266
fachkenntnis,0.05971243555064585,0.9174722099247252
eigentumsrechte,0.11269494590404823,0.9196430004929174
kinderernährung,0.004764914665113825,0.8906175404749359
renommee,0.0009787137416876904,0.9928060652581852
datenschutzaudit,0.034292689844324355,0.9164819700013346
prosperität,0.025309184968257,0.9866511388245088
hauptziel,0.05169631247328412,0.8705264205465535
parteiübergreifend,0.006848940644606897,0.986382782316478
nabu,0.008468464869840542,0.949283921708266
ausbildungsförderung,0.01368287709118899,0.9589934878069136
marktwirtschaftliche,0.02719065009143531,0.965670407993808
glückwünsche,0.0014292815978580195,0.9876873380153692
förderinstrument,0.024560680190271827,0.9068081252056058
blockheizkraftwerke,0.02609727237408298,0.8735512659279179
anwartschaften,0.06043279514604428,0.9045038898392662
entschließungsantrags,0.07022579416656402,0.8796370700608269
chancen,0.13743546540443993,0.8705208281410075
aufbruchstimmung,0.06306117180921439,0.9255814172649844
finanziellem,0.019176615602017343,0.9756576446700871
kostenfreies,0.06484057056578901,0.8921482954050003
brüsten,0.09503145263887262,0.9274440582842522
tiergerechte,0.005884185995709939,0.9626586663973268
elternunabhängig,0.028697902963085862,0.9357629287550829
bürgerschaftlichem,0.006441348182520782,0.9964449932532408
aufgabenfelder,0.010888208381871378,0.9291653176186918
freundinnen,0.026449348428001236,0.8949771610783912
umwelttechnologie,0.03289066768314459,0.9637967383314248
have,0.04999350185926614,0.9176946166017494
durchschaubarkeit,0.03556870681669035,0.9619175744039126
armenien,0.023802377985907654,0.8909567415824521
installieren,0.01878810168530751,0.9435898403007872
geschaffene,0.02090803362365029,0.901118231688658
kaputtzumachen,0.16693375322055468,0.9289645492247968
erfolgen,0.1373798380431975,0.8705263024502023
anschauliche,0.04610180889473641,0.9485364400117131
beweglichkeit,0.02041128726017421,0.9704745422949688
förderungen,0.0210690703535662,0.9627348376380188
neugründung,0.05930576589340705,0.8878817801378518
privatsektors,0.06046635958010067,0.9196632319518844
speicherung,0.1374590757633369,0.8705258427076495
übereinkunft,0.0054437054439093035,0.955265817368056
innovationsfreude,0.03495403257018078,0.9641499217611276
investitionsprogramms,0.017540193216178314,0.9821036878603256
fünftens,0.01833244537381318,0.9665362914598324
entwicklungspolitischer,0.0011857469771636405,0.9999929252340912
grütters,0.028896430839785374,0.9180860686347678
initialzündung,0.011358073685892398,0.9727071212245029
beständigkeit,0.004606747757437056,0.9927915859545486
umweltverträglichkeit,0.00281822214413735,0.9817996855448118
tugend,0.10412956830815737,0.8705617498645773
rundfunks,0.010340552587184554,0.9741703303512332
fundierten,0.003161505411840401,0.9900859218708954
beachtung,0.13741439109296674,0.8705857783133529
zertifiziertes,0.01929118163710613,0.9695527343697375
ausgleichszahlungen,0.04414206011202406,0.8871499026084928
lehrende,0.05496102856493657,0.8831303150228544
beratungsstrukturen,0.004421714247354622,0.9810216750316704
sachverstands,0.04759957057777327,0.9006680539987436
qualitätssicherung,0.011710267219215358,0.9685066054811328
meisterinnen,0.02959849219882258,0.9259907926493092
bauherren,0.016786289367034656,0.9691918270660098
sportvereine,0.006052274297139785,0.9617283847513548
eigenmittel,0.003154841430792434,0.9840135899566952
lebensformen,0.02930474565579547,0.9080767505477441
regisseurinnen,0.006824555807226976,0.9675052829858146
ak,0.004106221796115945,0.9524544672023828
energieversorgungssystem,0.03509381315750535,0.8924022085546514
erleichterung,0.11489433402749373,0.9309576617161146
law,0.0682181901596098,0.9001562304407266
verkehrspolitische,0.0342121784363104,0.8881345090588352
kapitalgedeckte,0.02268494455782925,0.9738699164629472
ausdrücklicher,0.014196556399026871,0.9705167920045384
hilfswerks,0.043254737684506266,0.9559767746367954
blumigen,0.17558827209336567,0.9411920465518072
demgegenüber,0.00899614655735358,0.9184878999494784
entscheidungskompetenz,0.007819706989247714,0.942038167611306
niederschwellig,0.015349142628787456,0.9598199605324972
kok,0.013230102473381548,0.8892379428679077
selbsttragender,0.05978704485472265,0.9566122810011856
präventions,0.032441858773618104,0.8863935519524893
entimon,0.021852902718422627,0.9569438502344184
kernpunkte,0.025914428854595908,0.8720478356703543
lebenslanges,0.025987729706642537,0.9458552678074326
eindrücklich,0.0594827904342001,0.9327188161756554
ertragslage,0.00966918417429956,0.9521644367716238
debattierte,0.13652112701657934,0.8747457435131166
mitstreiterinnen,0.017730145737440764,0.958780230505767
informationsrechte,0.03529157454662983,0.93581767336609
attraktivitätssteigerung,0.014661617395618469,0.9744107060918596
schlüsselfunktion,0.04375471977327234,0.9203681653152608
gesamtkonzepts,0.033972944615387794,0.9580069553748556
evangelische,0.013068441086551308,0.9148800453943892
optimiertes,0.11755886052202535,0.8766763697583796
gewaltprävention,0.03003053063129002,0.916035027871364
verfassungsauftrag,0.0034477911574649343,0.9319659853233078
zivilisierung,0.051808943656802345,0.9562982612441374
zusammenwachsens,0.10870759448858723,0.9237402632750846
arbeitnehmerhand,0.020154592966719696,0.9546188086596477
zukunftsgerichteten,0.0592691970365308,0.9403588083984464
bewirtschaftet,0.0036969007698644985,0.9859766916453444
zusammenschließen,0.017216814838943342,0.980329334572833
länderspezifischen,0.007955029528069663,0.9467519166344064
erwähnung,0.029767743424562225,0.9233805605691252
humboldtforum,0.005066768729992234,0.8745722777887835
bekunden,0.003009035720131081,0.995168136527762
verband,0.13039018457345702,0.8705383262266009
öffentlichem,0.061757946757671635,0.9554695421974588
orientierte,0.1117299288551456,0.8788897779685529
pax,0.01126075501454406,0.9388412296998064
gewähr,0.0020805119563635237,0.9947402900045474
körperschaft,0.0047943975835125,0.9405525591675348
3prozentziel,0.022503984574819096,0.90160950028192
fester,0.01565542013216512,0.9879578259913846
finanzierte,0.0459321100913509,0.9107509083758621
iqwig,0.011778427705161174,0.8858905839741208
spitzenleistungen,1.571385242387266e-05,0.9999999814916032
mäzene,0.054512410117289516,0.9585004550850356
segen,0.13744625844999386,0.8705134312924029
media,0.004675420792631371,0.9437134597374588
grundgesetzlichen,0.005374476710466887,0.9800767138462352
innoregio,0.004529513147011732,0.9844732619987984
umstrukturieren,0.050801762250783325,0.9204208498243732
selbstwertgefühl,0.046178391904392865,0.8704802782347152
nachhaltigkeit,0.05097238608832464,0.9318820131517156
mitstreiter,0.001801037151483703,0.9871525448055408
powers,0.005603259607531843,0.9784597401406449
anlageformen,0.004489138314504714,0.9864989144478624
gegengewicht,0.03155570598082876,0.8764926891456641
gemeinwohl,0.056755588235995226,0.9132554064783236
staatlichem,0.1021059350049578,0.9089528954369032
verwurzelung,0.0049189908907481174,0.9834579838819072
mündigkeit,0.046392366892405584,0.9228290599915704
ausbildungsoffensive,0.0588308821946688,0.8877382569706831
gebergemeinschaft,0.052230627143396206,0.9491305446200824
demokratieförderung,0.01871070215559649,0.9724445743252698
ulbricht,0.029821763597691908,0.8736476009770132
treiber,0.03668045813811157,0.8733456570944659
meister,0.04078929828691706,0.8705575893162603
internetplattform,0.008049193724866333,0.9441107395503782
kraftanstrengungen,0.09847944115190443,0.9062106908129852
mauerfalls,0.07327495339190841,0.8878425948432994
ner,0.060951058626444524,0.9318001100770259
unternehmergeist,0.0022975047459926536,0.9964870919944304
geförderter,0.05292160366179144,0.9717612694230272
checks,0.06170159271158793,0.8996197899462988
spareinlagen,0.024779288242973003,0.9605809409051772
vertrauensbasis,0.010410768752646566,0.9787935586417242
prts,0.011061901114351229,0.946344510571128
pflegende,0.029807459044975226,0.9177531545067829
bildungsinvestitionen,0.051398912346505295,0.9270938306563064
längeres,0.0025706010218299827,0.9919751573755514
solartechnik,0.018758169675545423,0.9451367696859698
ausstellungen,0.0003753080826831482,0.9949337029670148
konversion,0.072188597137991,0.9120286163236409
entsprechendes,0.011257125624048698,0.9765374873037141
landräte,0.011959859539411472,0.8733780385579145
geistiges,0.005073550494512929,0.9973107356872992
logistischen,0.11167405666835747,0.9037185005425162
caritas,0.03580942554672911,0.8704577675435962
mintberufe,0.01918647470058073,0.9366064618878714
hoppe,0.0760338349673614,0.9064191920206544
alleiniger,0.014269406847009437,0.9215244371433224
rörig,0.0107841433929614,0.9173975537351292
berufsschule,0.0009232954141515336,0.8708756139398746
angelsächsische,0.043486000329388486,0.9135773670581868
gesamtdeutsche,0.0015553826712402011,0.9959853815604744
valentin,0.007855460708232124,0.9751763417546402
maximum,0.052647762337526896,0.8705401934619641
investitions,0.007491619702883138,0.9656697577337112
vereinbarten,0.032473655653859665,0.9532588995242056
overheadfinanzierung,0.023110467401089945,0.9374500291315362
waldschutz,0.017268717337511546,0.9481391183907312
miteinanders,0.011841071867357871,0.9906458008640504
kundenorientierung,0.004877758136256386,0.9803762931047664
wiedervereinigung,0.13735022393303378,0.8705958701402775
innovationskraft,0.0002136585198559623,0.9999997328213808
freilassung,0.13743316354934618,0.8705845645513058
priesmeier,0.03641990419689245,0.9200854880794528
nih,0.05247085141963965,0.8920354594774645
gepasst,0.06498518959127117,0.8711906819715846
auskunfts,0.07900275466264511,0.8876047079008076
zukunftsträchtige,0.011801668351523754,0.9934425717408384
helmholtzgemeinschaft,0.0008778617589059622,0.9854279614664088
forschungssystem,0.01753433631506853,0.8864078519621332
fachhochschulen,0.025766429758619883,0.9144930908028056
breitere,0.0036953455528388537,0.9945219764689432
för,0.00028374383267747264,0.9999962715001603
kommunikations,0.006171686839983181,0.9608415479319568
aussagekräftigen,0.04669119912605946,0.9391403194108012
erinnerns,0.16046455599053866,0.8810365511040663
eliteschulen,0.010993343252950809,0.9770159747979617
biosphärenreservate,0.014952487660472916,0.915420308766089
einvernehmliche,0.14899469676699267,0.9203782245525736
nutzbar,0.007515904103466495,0.9882352319784125
verwoben,0.08799122759181069,0.9401536948418536
justiert,0.015987045815814702,0.9191389003856026
umweltverträglich,0.0007313650025021964,0.9999960389494332
ästhetik,0.02311950661010697,0.9573119468684256
schuldigkeit,0.04560591780623942,0.9068348073343536
kulturland,0.0066280793978894526,0.977606257637967
produktionen,0.0014607743311198015,0.973307010796068
proaktive,0.09452435339518242,0.9133580509812838
arbeitskraft,0.02518669787802069,0.8853421419858246
ausstrahlt,0.041367089683377684,0.8835495038492326
klarheit,0.13744178736486926,0.870516931156856
perle,0.04579574068430072,0.915062596405915
ingenieurwissenschaften,0.006228748302644343,0.9823113602174977
formulierten,0.045378720449981376,0.8907590317732872
weltmarktführer,0.0078587957800433,0.9655224441810109
planungs,0.011688871543646822,0.9834794312026988
entschädigung,0.13748970332105176,0.8704853870295883
eigenständigkeit,0.0005604444334706461,0.9999989664233088
ökonom,0.007663182976238001,0.9154958253987164
gesicherte,0.005967446340357582,0.99329377861128
grundkompetenzen,0.03213855383178142,0.913402336418258
geschlossenes,0.12804183984402626,0.9333309892822323
startbedingungen,0.011330128270732596,0.9312580329258228
zukunftsfesten,0.010531082470605307,0.973848324382692
anerkennt,0.05023493826474915,0.9342817019588778
godesberger,0.024287280845334644,0.8934109863733599
auskunft,0.13738709196082474,0.8705354781129927
grundpfeiler,0.016231672229734852,0.8788709873454821
mainstreaming,0.0014145559625065984,0.9949957537374042
mündiger,0.08667903155455578,0.9287201597003052
umweltfreundliche,0.002121280327295954,0.9884035992854852
olympiabewerbung,0.0013922980425053195,0.9483298490461916
talente,0.0014893425214802935,0.9973338407401424
wissensbasierten,0.0014267758156308965,0.9959488892339814
röpke,0.06008917507089249,0.8969547271948797
barrierefreiheit,0.024479574619560837,0.945033377998846
wettbewerbliches,0.036916591531008375,0.9303548418450514
unbürokratische,0.0031069544750847427,0.9968116989757244
duales,0.009201355368645388,0.9901024969930732
vorzuschlagen,0.044707870514757685,0.9083787872395718
pflegeausbildung,0.011117104191960266,0.8995169476394228
abgeordnetenentschädigung,0.003186022593111316,0.9478327865925328
nachzubessern,0.1223706404313165,0.9100827869236809
konstruktivität,0.059845906754494235,0.8755533769176476
attestiere,0.02820281865049846,0.9295282977756424
dualplus,0.008562059047553009,0.975573687724306
sparsamkeit,0.0058312958506789355,0.9925503947544992
ebnen,0.059501699761228814,0.9601762383638904
vollwertiges,0.022004595039115477,0.9067320529818887
bespricht,0.04511396746111727,0.928925851585499
breitbandversorgung,0.002955455687521014,0.9823491837192708
handlungsvorschläge,0.04565676579540008,0.9221743493715274
beratender,0.0323768505291572,0.9381783988279973
parlamentsarbeit,0.03724642340726587,0.8824746184930006
frischen,0.13810170708065966,0.8831033312620663
kohärentes,0.05746037371554776,0.9261949077006141
einzuräumen,0.04120030687680228,0.9231396751250164
least,0.034934068540021124,0.9294267345063328
lippmann,0.05806814426415514,0.9124424552679964
mitgegeben,0.012064830066092744,0.9849780519096226
breitenwirksam,0.05285735107637346,0.9125752988534902
tragbaren,0.034926775413993125,0.9719227026976957
standfestigkeit,0.11267552945342055,0.8705617675367805
entfaltung,0.00690278760498929,0.983636352343453
muße,0.08421394717275676,0.9138396803875564
entkopplung,0.047864651860701365,0.922245990445404
geteilte,0.045270301955855186,0.9512712844239416
privileg,0.13744361132966088,0.8705570186943381
ratio,0.13739865025615794,0.8706137624274335
verankertes,0.028006683572912045,0.9671566907307798
verbund,0.041899776759026085,0.8705090742637428
angestrebte,0.035979400064765014,0.911970050416356
anteils,0.1374150238730483,0.8705326716769464
absatzförderung,0.000851171769203366,0.9959962087136686
weisheit,0.08788254190364432,0.8706227534801465
reformagenda,0.026159894351186787,0.8889311281138731
rechtsanwälten,0.08130532929425523,0.9200910354035092
besteuerungsverfahrens,0.05970477344780222,0.8809251080759158
erwachsende,0.0837496539129546,0.8780625470551877
vornehmsten,0.046774506955325305,0.9228681506647332
cluster,0.0004208449885899686,0.9953852307022648
kandidatinnen,0.00893148952715333,0.978529947535619
flexicurity,0.05470134375089119,0.907512784394084
überwältigender,0.05432382220928802,0.9421411568990328
filmförderung,0.00022855280740104511,0.99720927713304
blühenden,0.12721905937812772,0.8878158227403491
differenziertes,0.033803170921632784,0.9625183517665036
tourismusausschusses,0.01449693256291539,0.9755196188680344
generieren,0.04067333998216935,0.9456349759568552
natura,0.013572610268460563,0.9535365963664432
kfwprogramm,0.002929482306471642,0.95681826513252
marktchancen,0.00019816852554573202,0.9999992779653188
einschließt,0.0021767873129154547,0.9942859693814378
gesicherten,0.003296367367840608,0.992858221792526
bewegungsspielraum,0.07216397729923195,0.8706023298631864
münchens,0.016726953155687854,0.9032844154547336
beizutreten,0.044954346380442406,0.9647639986805272
nidarümelin,0.004756298677808176,0.9485487320297552
mitentscheidend,0.055172464861780034,0.919013299554422
schummer,0.0307407467424973,0.8923422281779662
weitergehenden,0.004491747695528903,0.9796474620356708
einwilligung,0.1373823781534313,0.8705405556159955
reisemöglichkeiten,0.029724854318351382,0.9148205605417402
zusammenarbeitet,0.033355032720313385,0.9452054704035736
aufzählungen,0.04935663110300713,0.8749267924866141
nobelpreisträgers,0.06276236218512354,0.8997129063552749
hervorbringen,0.02366807455385389,0.9787188021833114
vereinbarungen,0.13220588231668576,0.8705329152350156
bleibende,0.0052307324881647535,0.9877937946736725
rechtsetzung,0.007865916455303245,0.9282002068167136
schaffung,0.1374451248437311,0.8705764482413687
magnus,0.003405219133150105,0.9473019115976634
bilanzierung,0.005151506819149814,0.8948402070299735
forschungslandschaft,0.008635514324427029,0.9418865735875795
überprüfbare,0.011405626662795931,0.9868499024279884
gestaltungsspielräume,0.010882274002990182,0.9915946372738358
gewappnet,0.0430786085092044,0.9423215674168892
beschäftigungsquote,0.04006662177202382,0.8893238661609321
energietechnologien,0.013375993608874473,0.9501743324769732
schutzes,0.13745213593234534,0.8705133366665334
fachkenntnisse,0.01660414356862359,0.939783065910445
ausgabendisziplin,0.05006459935807628,0.9002463939307879
